year,decade,rank,title,artist
1981,1980s,26,Love on the Rocks,Neil Diamond
1981,1980s,27,Every Woman in the World,Air Supply
1981,1980s,29,Guilty,Barbra Streisand & Barry Gibb
1981,1980s,30,The Best of Times,Styx
1981,1980s,31,Elvira,The Oak Ridge Boys
1981,1980s,32,Take It on the Run,REO Speedwagon
1981,1980s,33,(There's) No Gettin' Over Me,Ronnie Milsap
1981,1980s,34,Living Inside Myself,Gino Vannelli
1981,1980s,35,Woman in Love,Barbra Streisand
1981,1980s,36,The Boy from New York City,The Manhattan Transfer
1981,1980s,37,Urgent,Foreigner
1981,1980s,38,Passion,Rod Stewart
1981,1980s,39,Lady (You Bring Me Up),Commodores
1981,1980s,40,Crying,Don McLean
1981,1980s,41,Hearts,Marty Balin
1981,1980s,42,It's My Turn,Diana Ross
1981,1980s,43,You Make My Dreams,Daryl Hall & John Oates
1981,1980s,44,I Don't Need You,Kenny Rogers
1981,1980s,45,How 'Bout Us,Champaign
1981,1980s,46,Hit Me with Your Best Shot,Pat Benatar
1981,1980s,47,The Breakup Song (They Don't Write 'Em),The Greg Kihn Band
1981,1980s,48,Time,The Alan Parsons Project
1981,1980s,49,Hungry Heart,Bruce Springsteen
1981,1980s,50,Sweetheart,Franke and the Knockouts
1981,1980s,51,Somebody's Knockin',Terri Gibbs
1981,1980s,52,More Than I Can Say,Leo Sayer
1981,1980s,53,Together,Tierra
1981,1980s,54,Too Much Time on My Hands,Styx
1981,1980s,55,What Are We Doin' in Love,Dottie West & Kenny Rogers
1981,1980s,56,Who's Crying Now,Journey
1981,1980s,57,"De Do Do Do, De Da Da Da",The Police
1981,1980s,58,This Little Girl,Gary U.S. Bonds
1981,1980s,59,Stop Draggin' My Heart Around,Stevie Nicks & Tom Petty
1981,1980s,60,Giving It Up for Your Love,Delbert McClinton
1981,1980s,61,A Little in Love,Cliff Richard
1981,1980s,62,America,Neil Diamond
1981,1980s,63,Ain't Even Done with the Night,John Cougar
1981,1980s,64,Arthur's Theme (Best That You Can Do),Christopher Cross
1981,1980s,65,Another One Bites the Dust,Queen
1981,1980s,66,Games People Play,The Alan Parsons Project
1981,1980s,67,I Can't Stand It,Eric Clapton
1981,1980s,68,While You See a Chance,Steve Winwood
1981,1980s,69,Master Blaster (Jammin'),Stevie Wonder
1981,1980s,70,Hello Again,Neil Diamond
1981,1980s,71,Don't Stand So Close to Me,The Police
1981,1980s,72,Hey Nineteen,Steely Dan
1981,1980s,73,I Ain't Gonna Stand for It,Stevie Wonder
1981,1980s,74,All Those Years Ago,George Harrison
1981,1980s,75,Step By Step,Eddie Rabbitt
1981,1980s,76,The Stroke,Billy Squier
1981,1980s,77,Feels So Right,Alabama
1981,1980s,78,Sweet Baby,Stanley Clarke & George Duke
1981,1980s,79,Same Old Lang Syne,Dan Fogelberg
1981,1980s,80,Cool Love,Pablo Cruise
1981,1980s,81,Hold On Tight,Electric Light Orchestra
1981,1980s,82,It's Now or Never,John Schneider
1981,1980s,83,Treat Me Right,Pat Benatar
1981,1980s,84,Winning,Santana
1981,1980s,85,What Kind of Fool,Barbra Streisand & Barry Gibb
1981,1980s,86,Watching the Wheels,John Lennon
1981,1980s,87,Tell It Like It Is,Heart
1981,1980s,88,Smoky Mountain Rain,Ronnie Milsap
1981,1980s,89,I Made It Through the Rain,Barry Manilow
1981,1980s,90,You've Lost That Lovin' Feelin',Daryl Hall & John Oates
1981,1980s,91,Suddenly,Olivia Newton-John & Cliff Richard
1981,1980s,92,For Your Eyes Only,Sheena Easton
1981,1980s,93,The Beach Boys Medley,The Beach Boys
1981,1980s,94,Whip It,Devo
1981,1980s,95,Modern Girl,Sheena Easton
1981,1980s,96,Really Wanna Know You,Gary Wright
1981,1980s,97,Seven Year Ache,Rosanne Cash
1981,1980s,98,I'm Coming Out,Diana Ross
1981,1980s,99,Miss Sun,Boz Scaggs
1981,1980s,100,Time Is Time,Andy Gibb
1982,1980s,1,Physical,Olivia Newton-John
1982,1980s,2,Eye of the Tiger,Survivor
1982,1980s,3,I Love Rock 'n Roll,Joan Jett & The Blackhearts
1982,1980s,4,Ebony and Ivory,Paul McCartney and Stevie Wonder
1982,1980s,5,Centerfold,The J. Geils Band
1982,1980s,6,Don't You Want Me,The Human League
1982,1980s,7,Jack & Diane,John Cougar
1982,1980s,8,Hurts So Good,John Cougar
1982,1980s,9,Abracadabra,Steve Miller Band
1982,1980s,10,Hard to Say I'm Sorry,Chicago
1982,1980s,11,Tainted Love,Soft Cell
1982,1980s,12,Chariots of Fire,Vangelis
1982,1980s,13,Harden My Heart,Quarterflash
1982,1980s,14,Rosanna,Toto
1982,1980s,15,I Can't Go for That (No Can Do),Daryl Hall & John Oates
1982,1980s,16,867-5309/Jenny,Tommy Tutone
1982,1980s,17,Key Largo,Bertie Higgins
1982,1980s,18,You Should Hear How She Talks About You,Melissa Manchester
1982,1980s,19,Waiting for a Girl Like You,Foreigner
1982,1980s,20,Don't Talk to Strangers,Rick Springfield
1982,1980s,21,The Sweetest Thing (I've Ever Known),Juice Newton
1982,1980s,22,Always on My Mind,Willie Nelson
1982,1980s,23,Shake It Up,The Cars
1982,1980s,24,Let It Whip,Dazz Band
1982,1980s,25,We Got the Beat,The Go-Go's
1982,1980s,26,The Other Woman,Ray Parker Jr.
1982,1980s,27,Turn Your Love Around,George Benson
1982,1980s,28,Sweet Dreams,Air Supply
1982,1980s,29,Only the Lonely,The Motels
1982,1980s,30,Who Can It Be Now?,Men at Work
1982,1980s,31,Hold Me,Fleetwood Mac
1982,1980s,32,Eye in the Sky,The Alan Parsons Project
1982,1980s,33,Let's Groove,"Earth, Wind & Fire"
1982,1980s,34,Open Arms,Journey
1982,1980s,35,Leader of the Band,Dan Fogelberg
1982,1980s,36,Leather and Lace,Stevie Nicks and Don Henley
1982,1980s,37,Even the Nights Are Better,Air Supply
1982,1980s,38,I've Never Been to Me,Charlene
1982,1980s,39,'65 Love Affair,Paul Davis
1982,1980s,40,Heat of the Moment,Asia
1982,1980s,41,Take It Easy on Me,Little River Band
1982,1980s,42,Pac-Man Fever,Buckner & Garcia
1982,1980s,43,That Girl,Stevie Wonder
1982,1980s,44,Private Eyes,Daryl Hall & John Oates
1982,1980s,45,Trouble,Lindsey Buckingham
1982,1980s,46,Making Love,Roberta Flack
1982,1980s,47,Love's Been a Little Bit Hard on Me,Juice Newton
1982,1980s,48,Young Turks,Rod Stewart
1982,1980s,49,Freeze-Frame,The J. Geils Band
1982,1980s,50,Keep the Fire Burnin',REO Speedwagon
1982,1980s,51,Do You Believe in Love,Huey Lewis and the News
1982,1980s,52,Cool Night,Paul Davis
1982,1980s,53,Caught Up In You,.38 Special
1982,1980s,54,Why Do Fools Fall In Love?,Diana Ross
1982,1980s,55,Love in the First Degree,Alabama
1982,1980s,56,Hooked On Classics,Royal Philharmonic Orchestra
1982,1980s,57,Wasted on the Way,"Crosby, Stills & Nash"
1982,1980s,58,Think I'm in Love,Eddie Money
1982,1980s,59,Love Is in Control (Finger on the Trigger),Donna Summer
1982,1980s,60,Personally,Karla Bonoff
1982,1980s,61,One Hundred Ways,Quincy Jones featuring James Ingram
1982,1980s,62,Blue Eyes,Elton John
1982,1980s,63,Our Lips Are Sealed,The Go-Go's
1982,1980s,64,You Could Have Been with Me,Sheena Easton
1982,1980s,65,You Can Do Magic,America
1982,1980s,66,Did It in a Minute,Daryl Hall & John Oates
1982,1980s,67,I Ran (So Far Away),A Flock of Seagulls
1982,1980s,68,Somebody's Baby,Jackson Browne
1982,1980s,69,Oh No,Commodores
1982,1980s,70,Take It Away,Paul McCartney
1982,1980s,71,It's Gonna Take a Miracle,Deniece Williams
1982,1980s,72,Love Will Turn You Around,Kenny Rogers
1982,1980s,73,Don't Stop Believin',Journey
1982,1980s,74,Comin' In and Out of Your Life,Barbra Streisand
1982,1980s,75,Gloria,Laura Branigan
1982,1980s,76,Empty Garden (Hey Hey Johnny),Elton John
1982,1980s,77,Yesterday's Songs,Neil Diamond
1982,1980s,78,Crimson and Clover,Joan Jett & The Blackhearts
1982,1980s,79,Every Little Thing She Does Is Magic,The Police
1982,1980s,80,Here I Am,Air Supply
1982,1980s,81,I Keep Forgettin' (Every Time You're Near),Michael McDonald
1982,1980s,82,Get Down on It,Kool & the Gang
1982,1980s,83,Any Day Now,Ronnie Milsap
1982,1980s,84,Make a Move on Me,Olivia Newton-John
1982,1980s,85,Take My Heart (You Can Have It If You Want It),Kool & the Gang
1982,1980s,86,Mirror Mirror,Diana Ross
1982,1980s,87,Vacation,The Go-Go's
1982,1980s,88,(Oh) Pretty Woman,Van Halen
1982,1980s,89,Should I Do It,The Pointer Sisters
1982,1980s,90,Hot in the City,Billy Idol
1982,1980s,91,Kids in America,Kim Wilde
1982,1980s,92,Man on Your Mind,Little River Band
1982,1980s,93,What's Forever For,Michael Murphey
1982,1980s,94,Waiting on a Friend,The Rolling Stones
1982,1980s,95,Do I Do,Stevie Wonder
1982,1980s,96,Working for the Weekend,Loverboy
1982,1980s,97,Goin' Down,Greg Guidry
1982,1980s,98,Arthur's Theme (Best That You Can Do),Christopher Cross
1982,1980s,99,Through the Years,Kenny Rogers
1982,1980s,100,Edge of Seventeen,Stevie Nicks
1983,1980s,1,Every Breath You Take,The Police
1983,1980s,2,Billie Jean,Michael Jackson
1983,1980s,3,Flashdance... What a Feeling,Irene Cara
1983,1980s,4,Down Under,Men at Work
1983,1980s,5,Beat It,Michael Jackson
1983,1980s,6,Total Eclipse of the Heart,Bonnie Tyler
1983,1980s,7,Maneater,Daryl Hall & John Oates
1983,1980s,8,"Baby, Come to Me",Patti Austin and James Ingram
1983,1980s,9,Maniac,Michael Sembello
1983,1980s,10,Sweet Dreams (Are Made of This),Eurythmics
1983,1980s,11,Do You Really Want to Hurt Me,Culture Club
1983,1980s,12,You and I,Eddie Rabbitt and Crystal Gayle
1983,1980s,13,Come On Eileen,Dexys Midnight Runners
1983,1980s,14,Shame on the Moon,Bob Seger & The Silver Bullet Band
1983,1980s,15,She Works Hard for the Money,Donna Summer
1983,1980s,16,Never Gonna Let You Go,Sérgio Mendes
1983,1980s,17,Hungry Like the Wolf,Duran Duran
1983,1980s,18,Let's Dance,David Bowie
1983,1980s,19,Twilight Zone,Golden Earring
1983,1980s,20,I Know There's Something Going On,Frida
1983,1980s,21,Jeopardy,The Greg Kihn Band
1983,1980s,22,Electric Avenue,Eddy Grant
1983,1980s,23,She Blinded Me with Science,Thomas Dolby
1983,1980s,24,Africa,Toto
1983,1980s,25,Little Red Corvette,Prince
1983,1980s,26,Back on the Chain Gang,The Pretenders
1983,1980s,27,Up Where We Belong,Joe Cocker and Jennifer Warnes
1983,1980s,28,Mr. Roboto,Styx
1983,1980s,29,You Are,Lionel Richie
1983,1980s,30,Der Kommissar,After the Fire
1983,1980s,31,Puttin' on the Ritz,Taco
1983,1980s,32,Sexual Healing,Marvin Gaye
1983,1980s,33,(Keep Feeling) Fascination,The Human League
1983,1980s,34,Time (Clock of the Heart),Culture Club
1983,1980s,35,The Safety Dance,Men Without Hats
1983,1980s,36,Mickey,Toni Basil
1983,1980s,37,You Can't Hurry Love,Phil Collins
1983,1980s,38,Separate Ways (Worlds Apart),Journey
1983,1980s,39,One on One,Daryl Hall & John Oates
1983,1980s,40,We've Got Tonight,Kenny Rogers and Sheena Easton
1983,1980s,41,1999,Prince
1983,1980s,42,Stray Cat Strut,Stray Cats
1983,1980s,43,Allentown,Billy Joel
1983,1980s,44,Stand Back,Stevie Nicks
1983,1980s,45,Tell Her About It,Billy Joel
1983,1980s,46,Always Something There to Remind Me,Naked Eyes
1983,1980s,47,Truly,Lionel Richie
1983,1980s,48,Dirty Laundry,Don Henley
1983,1980s,49,The Girl Is Mine,Michael Jackson and Paul McCartney
1983,1980s,50,Too Shy,Kajagoogoo
1983,1980s,51,Goody Two-Shoes,Adam Ant
1983,1980s,52,Rock the Casbah,The Clash
1983,1980s,53,Our House,Madness
1983,1980s,54,Overkill,Men at Work
1983,1980s,55,Is There Something I Should Know?,Duran Duran
1983,1980s,56,Gloria,Laura Branigan
1983,1980s,57,Affair of the Heart,Rick Springfield
1983,1980s,58,She's a Beauty,The Tubes
1983,1980s,59,Solitaire,Laura Branigan
1983,1980s,60,Don't Let It End,Styx
1983,1980s,61,How Am I Supposed to Live Without You,Laura Branigan
1983,1980s,62,China Girl,David Bowie
1983,1980s,63,Come Dancing,The Kinks
1983,1980s,64,"Promises, Promises",Naked Eyes
1983,1980s,65,The Other Guy,Little River Band
1983,1980s,66,Making Love Out of Nothing at All,Air Supply
1983,1980s,67,Family Man,Daryl Hall & John Oates
1983,1980s,68,Wanna Be Startin' Somethin',Michael Jackson
1983,1980s,69,I Won't Hold You Back,Toto
1983,1980s,70,All Right,Christopher Cross
1983,1980s,71,Straight from the Heart,Bryan Adams
1983,1980s,72,Heart to Heart,Kenny Loggins
1983,1980s,73,My Love,Lionel Richie
1983,1980s,74,I'm Still Standing,Elton John
1983,1980s,75,Hot Girls in Love,Loverboy
1983,1980s,76,It's a Mistake,Men at Work
1983,1980s,77,I'll Tumble 4 Ya,Culture Club
1983,1980s,78,All This Love,DeBarge
1983,1980s,79,Your Love Is Driving Me Crazy,Sammy Hagar
1983,1980s,80,Heartbreaker,Dionne Warwick
1983,1980s,81,Faithfully,Journey
1983,1980s,82,Steppin' Out,Joe Jackson
1983,1980s,83,Take Me to Heart,Quarterflash
1983,1980s,84,(She's) Sexy + 17,Stray Cats
1983,1980s,85,Try Again,Champaign
1983,1980s,86,Dead Giveaway,Shalamar
1983,1980s,87,Lawyers in Love,Jackson Browne
1983,1980s,88,What About Me,Moving Pictures
1983,1980s,89,Human Nature,Michael Jackson
1983,1980s,90,Photograph,Def Leppard
1983,1980s,91,Pass the Dutchie,Musical Youth
1983,1980s,92,True,Spandau Ballet
1983,1980s,93,Far from Over,Frank Stallone
1983,1980s,94,I've Got a Rock 'n' Roll Heart,Eric Clapton
1983,1980s,95,It Might Be You,Stephen Bishop
1983,1980s,96,"Tonight, I Celebrate My Love",Peabo Bryson and Roberta Flack
1983,1980s,97,You Got Lucky,Tom Petty and the Heartbreakers
1983,1980s,98,Don't Cry,Asia
1983,1980s,99,Breaking Us in Two,Joe Jackson
1983,1980s,100,Fall in Love with Me,"Earth, Wind & Fire"
1984,1980s,1,When Doves Cry,Prince
1984,1980s,2,What's Love Got to Do with It,Tina Turner
1984,1980s,3,"Say, Say, Say",Paul McCartney and Michael Jackson
1984,1980s,4,Footloose,Kenny Loggins
1984,1980s,5,Against All Odds (Take a Look at Me Now),Phil Collins
1984,1980s,6,Jump,Van Halen
1984,1980s,7,Hello,Lionel Richie
1984,1980s,8,Owner of a Lonely Heart,Yes
1984,1980s,9,Ghostbusters,Ray Parker Jr.
1984,1980s,10,Karma Chameleon,Culture Club
1984,1980s,11,Missing You,John Waite
1984,1980s,12,All Night Long (All Night),Lionel Richie
1984,1980s,13,Let's Hear It for the Boy,Deniece Williams
1984,1980s,14,Dancing in the Dark,Bruce Springsteen
1984,1980s,15,Girls Just Want to Have Fun,Cyndi Lauper
1984,1980s,16,The Reflex,Duran Duran
1984,1980s,17,Time After Time,Cyndi Lauper
1984,1980s,18,Jump (For My Love),The Pointer Sisters
1984,1980s,19,Talking in Your Sleep,The Romantics
1984,1980s,20,Self Control,Laura Branigan
1984,1980s,21,Let's Go Crazy,Prince & the Revolution
1984,1980s,22,Say It Isn't So,Daryl Hall & John Oates
1984,1980s,23,Hold Me Now,Thompson Twins
1984,1980s,24,Joanna,Kool & the Gang
1984,1980s,25,I Just Called to Say I Love You,Stevie Wonder
1984,1980s,26,Somebody's Watching Me,Rockwell
1984,1980s,27,Break My Stride,Matthew Wilder
1984,1980s,28,99 Luftballons/99 Red Balloons,Nena
1984,1980s,29,I Can Dream About You,Dan Hartman
1984,1980s,30,The Glamorous Life,Sheila E.
1984,1980s,31,Oh Sherrie,Steve Perry
1984,1980s,32,Stuck on You,Lionel Richie
1984,1980s,33,I Guess That's Why They Call It the Blues,Elton John
1984,1980s,34,She Bop,Cyndi Lauper
1984,1980s,35,Borderline,Madonna
1984,1980s,36,Sunglasses at Night,Corey Hart
1984,1980s,37,Eyes Without a Face,Billy Idol
1984,1980s,38,Here Comes the Rain Again,Eurythmics
1984,1980s,39,Uptown Girl,Billy Joel
1984,1980s,40,Sister Christian,Night Ranger
1984,1980s,41,Drive,The Cars
1984,1980s,42,Twist of Fate,Olivia Newton-John
1984,1980s,43,Union of the Snake,Duran Duran
1984,1980s,44,The Heart of Rock & Roll,Huey Lewis and the News
1984,1980s,45,Hard Habit to Break,Chicago
1984,1980s,46,The Warrior,Scandal
1984,1980s,47,If Ever You're in My Arms Again,Peabo Bryson
1984,1980s,48,Automatic,The Pointer Sisters
1984,1980s,49,Let the Music Play,Shannon
1984,1980s,50,To All the Girls I've Loved Before,Julio Iglesias and Willie Nelson
1984,1980s,51,Caribbean Queen (No More Love on the Run),Billy Ocean
1984,1980s,52,That's All,Genesis
1984,1980s,53,Running with the Night,Lionel Richie
1984,1980s,54,Sad Songs (Say So Much),Elton John
1984,1980s,55,I Want a New Drug,Huey Lewis and the News
1984,1980s,56,Islands in the Stream,Kenny Rogers and Dolly Parton
1984,1980s,57,Love Is a Battlefield,Pat Benatar
1984,1980s,58,Infatuation,Rod Stewart
1984,1980s,59,Almost Paradise,Mike Reno and Ann Wilson
1984,1980s,60,Legs,ZZ Top
1984,1980s,61,State of Shock,The Jacksons
1984,1980s,62,Love Somebody,Rick Springfield
1984,1980s,63,Miss Me Blind,Culture Club
1984,1980s,64,If This Is It,Huey Lewis and the News
1984,1980s,65,You Might Think,The Cars
1984,1980s,66,Lucky Star,Madonna
1984,1980s,67,Cover Me,Bruce Springsteen
1984,1980s,68,Cum on Feel the Noize,Quiet Riot
1984,1980s,69,Breakdance,Irene Cara
1984,1980s,70,Adult Education,Daryl Hall & John Oates
1984,1980s,71,They Don't Know,Tracey Ullman
1984,1980s,72,An Innocent Man,Billy Joel
1984,1980s,73,Cruel Summer,Bananarama
1984,1980s,74,Dance Hall Days,Wang Chung
1984,1980s,75,Give It Up,KC and the Sunshine Band
1984,1980s,76,I'm So Excited,The Pointer Sisters
1984,1980s,77,I Still Can't Get Over Loving You,Ray Parker Jr.
1984,1980s,78,Thriller,Michael Jackson
1984,1980s,79,Holiday,Madonna
1984,1980s,80,Breakin'... There's No Stopping Us,Ollie & Jerry
1984,1980s,81,Nobody Told Me,John Lennon
1984,1980s,82,Church of the Poison Mind,Culture Club
1984,1980s,83,Think of Laura,Christopher Cross
1984,1980s,84,Time Will Reveal,DeBarge
1984,1980s,85,Wrapped Around Your Finger,The Police
1984,1980s,86,Pink Houses,John Cougar Mellencamp
1984,1980s,87,Round and Round,Ratt
1984,1980s,88,Head over Heels,The Go-Go's
1984,1980s,89,The Longest Time,Billy Joel
1984,1980s,90,Tonight,Kool & the Gang
1984,1980s,91,Got a Hold on Me,Christine McVie
1984,1980s,92,Dancing in the Sheets,Shalamar
1984,1980s,93,Undercover of the Night,The Rolling Stones
1984,1980s,94,On the Dark Side,John Cafferty and the Beaver Brown Band
1984,1980s,95,New Moon on Monday,Duran Duran
1984,1980s,96,Major Tom (Coming Home),Peter Schilling
1984,1980s,97,Magic,The Cars
1984,1980s,98,When You Close Your Eyes,Night Ranger
1984,1980s,99,Rock Me Tonite,Billy Squier
1984,1980s,100,Yah Mo B There,James Ingram and Michael McDonald
1985,1980s,1,Careless Whisper,George Michael
1985,1980s,2,Like a Virgin,Madonna
1985,1980s,3,Wake Me Up Before You Go-Go,Wham!
1985,1980s,4,I Want to Know What Love Is,Foreigner
1985,1980s,5,I Feel for You,Chaka Khan
1985,1980s,6,Out of Touch,Daryl Hall & John Oates
1985,1980s,7,Everybody Wants to Rule the World,Tears for Fears
1985,1980s,8,Money for Nothing,Dire Straits
1985,1980s,9,Crazy for You,Madonna
1985,1980s,10,Take On Me,a-ha
1985,1980s,11,Everytime You Go Away,Paul Young
1985,1980s,12,Easy Lover,Philip Bailey and Phil Collins
1985,1980s,13,Can't Fight This Feeling,REO Speedwagon
1985,1980s,14,We Built This City,Starship
1985,1980s,15,The Power of Love,Huey Lewis and the News
1985,1980s,16,Don't You (Forget About Me),Simple Minds
1985,1980s,17,Cherish,Kool & the Gang
1985,1980s,18,St. Elmo's Fire (Man in Motion),John Parr
1985,1980s,19,The Heat Is On,Glenn Frey
1985,1980s,20,We Are the World,USA for Africa
1985,1980s,21,Shout,Tears for Fears
1985,1980s,22,Part-Time Lover,Stevie Wonder
1985,1980s,23,Saving All My Love for You,Whitney Houston
1985,1980s,24,Heaven,Bryan Adams
1985,1980s,25,Everything She Wants,Wham!
1985,1980s,26,Cool It Now,New Edition
1985,1980s,27,Miami Vice Theme,Jan Hammer
1985,1980s,28,Loverboy,Billy Ocean
1985,1980s,29,Lovergirl,Teena Marie
1985,1980s,30,You Belong to the City,Glenn Frey
1985,1980s,31,Oh Sheila,Ready for the World
1985,1980s,32,Rhythm of the Night,DeBarge
1985,1980s,33,One More Night,Phil Collins
1985,1980s,34,Sea of Love,The Honeydrippers
1985,1980s,35,A View to a Kill,Duran Duran
1985,1980s,36,The Wild Boys,Duran Duran
1985,1980s,37,You're the Inspiration,Chicago
1985,1980s,38,Neutron Dance,The Pointer Sisters
1985,1980s,39,We Belong,Pat Benatar
1985,1980s,40,Nightshift,Commodores
1985,1980s,41,Things Can Only Get Better,Howard Jones
1985,1980s,42,All I Need,Jack Wagner
1985,1980s,43,Freeway of Love,Aretha Franklin
1985,1980s,44,Never Surrender,Corey Hart
1985,1980s,45,Sussudio,Phil Collins
1985,1980s,46,Strut,Sheena Easton
1985,1980s,47,You Give Good Love,Whitney Houston
1985,1980s,48,The Search Is Over,Survivor
1985,1980s,49,Missing You,Diana Ross
1985,1980s,50,Separate Lives,Phil Collins and Marilyn Martin
1985,1980s,51,Raspberry Beret,Prince & the Revolution
1985,1980s,52,Suddenly,Billy Ocean
1985,1980s,53,The Boys of Summer,Don Henley
1985,1980s,54,One Night in Bangkok,Murray Head
1985,1980s,55,If You Love Somebody Set Them Free,Sting
1985,1980s,56,Obsession,Animotion
1985,1980s,57,We Don't Need Another Hero (Thunderdome),Tina Turner
1985,1980s,58,Material Girl,Madonna
1985,1980s,59,Better Be Good to Me,Tina Turner
1985,1980s,60,Head over Heels,Tears for Fears
1985,1980s,61,Axel F,Harold Faltermeyer
1985,1980s,62,Smooth Operator,Sade
1985,1980s,63,In My House,Mary Jane Girls
1985,1980s,64,Don't Lose My Number,Phil Collins
1985,1980s,65,All Through the Night,Cyndi Lauper
1985,1980s,66,Run to You,Bryan Adams
1985,1980s,67,Glory Days,Bruce Springsteen
1985,1980s,68,Voices Carry,'Til Tuesday
1985,1980s,69,Misled,Kool & the Gang
1985,1980s,70,Would I Lie to You?,Eurythmics
1985,1980s,71,Be Near Me,ABC
1985,1980s,72,No More Lonely Nights,Paul McCartney
1985,1980s,73,I Can't Hold Back,Survivor
1985,1980s,74,Summer of '69,Bryan Adams
